PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_Adj,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
84,83,1,160046,4,63,1,1,0,1,1,0,1,21.007999,10,435,12,12,12,3,,,,0,0,0,0,0,0,0,0,301.80762,1287.7323,0,0,14775.11,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,20,0,0,51,0,0,0,0,0,1,0,0,0
85,85,1,198452,6,59,1,1,0,1,1,0,1,,7,466,7,7,11,11,0,2189.3174,4197.4204,5269.0112,,,,1846.4419,0,0,,150.90381,,0,,18468.887,,0,0,0,0,0,15,34,30,,49,17,5,2,0,0,0,,0,52,52,46,0,0,0,0,1,0,0,0
86,85,1,242696,10,60,1,1,0,1,0,0,1,7.198,8,500,9,9,9,9,,0,0,0,0,0,0,0,1051.0732,3041.8972,3419.2673,,14308.137,13586.044,19632.893,12312.592,12443.413,15631.255,13671.75,22360.861,21326.813,,0,0,0,0,0,0,0,6,52,52,52,47,52,52,52,52,52,52,52,51,1,0,0,0
87,85,1,160046,4,63,1,1,0,1,1,0,1,12.463,10,506,12,12,12,11,,,,31614.066,35812.117,,27648.689,31653.291,11678.592,20012.482,24867.398,3772.5952,11446.509,24454.879,18324.033,17237.629,,18980.809,29446.846,26435.619,23265.613,,,,52,52,52,52,22,45,52,30,2,52,52,42,52,31,52,52,52,52,1,0,0,0
88,88,1,243370,4,57,1,0,0,1,1,0,1,80.797997,5,647,16,16,12,12,31635.066,37831.402,25184.523,8916.7881,55707.738,53746.195,27464.365,38687.355,35869.961,48029.957,32638.461,30180.762,33051.797,32063.063,40574.645,0,0,26796.436,35756.883,30492.082,24235.016,52,52,52,52,52,52,36,52,52,52,52,52,52,52,52,0,0,48,52,28,43,1,0,0,0
89,89,1,262478,3,59,1,0,0,0,0,0,1,84.980003,6,527,16,16,12,12,20336.828,27366.467,33999.105,35464.5,43770.363,47027.922,50689.266,54514,60061.332,57635.945,53620.328,58852.484,58663.359,50268.363,52354.383,59100.441,56884.176,69224.125,58893.691,,,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,1,0,0,0
90,90,1,540623,9,58,1,1,0,0,1,0,0,80.297997,6,494,16,16,4,5,2711.5771,36123.734,41134.723,48231.719,57100.43,65647.141,68200.102,73857.68,80081.773,86453.922,83927.469,95069.398,91572.07,89667.891,117797.36,131129.11,124434.13,16747.773,126200.77,130099.55,116328.07,22,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
91,90,1,466011.53,7,63,1,1,0,1,0,0,0,22.823,10,447,16,16,3,5,,,,,5968.686,24953.592,36864.918,33411.805,46714.367,44827.957,23313.186,48289.219,48647.664,47551.152,,71413.031,47403.477,33495.547,31550.193,30492.082,21326.813,,,,,44,44,48,52,50,52,23,52,52,52,,52,25,52,52,52,52,1,0,0,0
92,92,1,448607.03,8,62,1,0,0,1,0,0,0,44.375,8,538,12,12,12,12,,,,6890.2451,6366.5986,6718.2744,4423.7905,4396.2905,5839.2959,1520.9486,4662.6372,5281.6333,5723.2544,9510.2305,23428.586,23393.924,24886.826,27912.955,25240.154,26365.488,34898.422,,,,52,52,52,36,52,52,40,35,52,38,50,47,34,52,52,52,52,41,1,0,0,0
93,93,1,477050,6,64,1,1,0,1,1,0,0,28.438,14,542,12,12,7,10,,,,,,13436.549,29491.936,33411.805,31532.199,30258.873,27975.822,25653.646,31477.9,43475.34,52354.383,89881.922,87696.438,89728.984,100960.62,86394.234,84337.852,,,,,,19,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
94,94,1,574026,2,57,1,1,0,1,1,0,0,,12,518,10,10,10,10,36154.363,37218.395,41974.207,42557.398,45759.926,,44237.902,42204.387,45046,40024.965,,40744.027,38631.969,,43192.363,51712.887,47403.477,46893.762,44170.27,44721.723,42653.625,52,52,52,52,52,,52,52,52,52,52,52,52,,46,52,52,52,52,52,52,1,0,0,0
95,94,1,465983.75,7,60,1,1,0,1,0,0,0,34.573002,12,435,12,12,10,10,,26271.807,27283.234,24318.514,0,767.8028,0,351.70322,10010.222,11206.989,9325.2744,18108.457,15738.95,16303.252,26177.191,39400.293,33182.434,33495.547,46273.617,46754.527,48470.031,,51,52,42,0,10,4,2,51,52,52,52,52,52,52,52,52,51,52,49,52,1,0,0,0
96,96,1,107936,6,61,1,1,0,1,0,0,0,36.771999,12,417,12,12,,6,,,20147.619,28371.598,29843.43,28792.605,36864.918,31653.291,36704.148,28817.973,35746.887,34707.875,32908.715,47551.152,49736.664,34475.258,45033.305,24005.141,47325.289,54377.547,48470.031,,,45,52,50,39,52,52,50,35,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
97,97,1,621499,2,58,1,1,0,1,0,0,0,59.410999,8,412,12,12,11,12,28326.943,41995.484,37776.785,38504.313,27853.869,38390.141,36864.918,50996.969,48382.738,48029.957,54397.434,54325.371,54370.918,50268.363,36648.066,39400.293,52143.824,54709.391,53635.328,52852.945,0,50,52,52,52,34,52,52,47,52,52,52,52,52,43,52,52,50,52,52,29,0,1,0,0,0
98,98,1,121899,9,57,1,1,0,1,0,0,0,69.552002,12,488,13,13,14,17,12428.063,22024.531,19937.748,21886.662,22879.963,15356.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,52,52,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,99,1,575216.69,9,57,1,1,0,1,0,0,0,,8,502,14,14,16,12,,,31480.654,37693.695,,3839.0142,9216.2295,1758.5161,4170.9258,1120.699,3885.531,754.51904,858.48816,2717.2087,5235.438,6156.2959,9954.7305,10048.664,11568.404,35574.098,33929.02,,,52,52,52,50,52,52,52,52,52,52,52,44,52,52,52,42,52,49,52,1,0,0,0
100,100,1,489210.38,10,63,1,0,1,1,0,0,0,40.421001,7,467,12,12,,8,,,,,0,1151.7042,23962.197,32532.549,35035.777,22413.979,38855.309,39234.988,45786.035,20379.064,56280.961,60331.699,63994.695,64758.055,60997.039,81312.219,77552.047,,,,,0,12,42,52,52,29,52,52,52,52,52,52,52,52,52,45,52,1,0,0,0
101,101,1,567537,9,58,1,1,0,1,1,0,0,87.367996,6,556,19,17,6,10,56491.191,59111.566,65060.02,85114.797,79582.484,76780.281,77416.328,73245.711,73408.297,75246.93,77710.617,81488.055,81556.375,88309.281,,,113768.35,,,113837.11,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,52,,,52,,1,0,0,0
102,101,1,568514.13,8,64,1,1,0,1,0,0,0,56.648998,5,522,16,16,5,10,,,,,,32631.619,29491.936,29894.773,33367.406,48029.957,49734.797,,,,,,,,,,,,,,,,52,52,52,52,45,48,52,52,52,,52,52,52,52,52,52,1,0,0,0
103,103,1,600692,5,58,,,,1,1,0,0,76.420998,9,481,18,16,,11,15817.533,18171.334,25184.523,16212.342,47749.488,55665.703,55297.379,56272.516,55056.219,70443.938,69939.555,70924.789,64386.613,66571.617,74604.992,73875.547,73475.391,75923.234,71513.766,72164.594,96940.063,22,44,47,34,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,1,0,0,0
104,104,1,576462.56,6,58,1,1,0,1,0,0,0,48.174999,6,606,,12,0,12,28281.75,31745.1,,,,,,,,,59060.07,61568.754,64386.613,72006.031,65442.977,,,,,,,37,35,,,,,,,,,52,52,52,47,52,,,,,,,1,0,0,0
105,105,1,121520,9,58,1,0,1,1,0,0,0,81.787003,7,407,12,12,12,12,32764.891,37875.188,34716.867,36579.098,24990.889,38006.238,38431.68,37632.246,43878.141,38744.164,37611.941,39536.797,38631.969,11553.571,34815.664,,38511.77,44660.727,49007.965,52852.945,52347.633,52,52,51,52,41,52,52,52,52,52,52,52,52,8,51,,50,52,52,52,52,1,0,0,0
106,106,1,548662,1,61,1,1,0,1,1,0,0,87.651001,6,448,16,16,9,12,,10946.586,46171.625,45597.211,45759.926,51826.691,51610.887,61548.066,61729.703,64039.941,55951.645,78469.977,75833.125,84233.469,92929.031,105888.29,110213.09,117234.41,110425.67,111804.3,121175.07,,41,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,1,0,0,0
107,107,1,437063,2,62,1,1,0,1,1,0,0,65.347,7,472,16,15,9,11,,,14690.972,18238.885,23874.744,36854.535,36864.918,40270.02,41709.258,40024.965,41963.734,42253.066,50078.477,50268.363,50391.094,50481.625,52143.824,48010.281,49428.637,51836.543,52347.633,,,52,52,52,52,52,52,52,48,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
108,107,1,597530,7,58,1,1,0,1,1,0,0,96.818001,6,484,20,16,8,11,20336.828,17514.539,11333.035,16212.342,19895.621,33591.375,18432.459,28136.258,20020.443,25615.977,31084.248,30180.762,21462.205,0,65442.977,116969.63,82956.086,0,73617.117,66066.18,58164.035,39,31,30,40,34,35,44,44,37,35,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
109,109,1,495828.56,4,62,1,1,0,1,0,0,0,57.445,8,433,12,12,12,12,,,31480.654,30398.141,37403.766,48947.43,36864.918,49238.453,49216.926,51231.953,55796.227,54325.371,57661.789,,,,,,,,,,,52,52,52,52,52,52,52,52,52,52,52,,,,,,,,,1,0,0,0
110,110,1,634448,5,57,1,1,0,1,1,0,0,64.696999,9,381,12,12,12,12,56491.191,60326.637,54566.469,38504.313,45759.926,51826.691,51610.887,59789.547,59227.145,58756.645,66054.023,64737.734,67963.648,92385.094,75913.852,76338.07,80585.914,128399.59,95702.25,95541.859,87246.055,52,52,52,37,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
111,110,1,557760.94,6,59,1,1,0,1,0,0,0,46.195,6,538,12,12,10,11,9490.5205,0,0,0,0,0,0,0,0,2561.5977,,,15738.95,14944.648,41883.504,41862.813,43848.219,40194.656,42066.922,38623.305,38776.023,11,0,0,0,0,0,1,0,0,13,48,35,52,52,52,52,52,52,52,48,52,1,0,0,0
112,110,1,515064.41,9,63,1,1,0,0,0,0,0,39.528999,12,480,11,11,8,12,,,,,18900.84,17275.563,31335.182,33411.805,30864.852,27216.975,41963.734,30180.762,14308.137,4075.813,,985.00732,17776.305,7815.6274,,16262.444,31020.818,,,,,50,52,52,52,52,33,52,51,50,52,,13,43,45,52,50,52,1,0,0,0
113,113,1,498213,1,63,1,1,0,0,1,0,0,64.537003,8,408,,12,7,6,,,,10132.714,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,1,0,0,0
114,113,1,634448,1,57,1,1,0,0,1,0,0,75.984001,8,555,12,12,7,6,33894.715,24082.49,52467.758,,43770.363,,67278.477,78253.969,,,,,,,,,,,,,,47,52,52,,52,,52,52,,,,,,,,,,,,,,1,0,0,0
115,115,1,553355.56,8,60,1,1,0,1,0,0,0,85.491997,7,647,,16,12,10,,8757.2695,14690.972,,,,,,,,,,,,,,,,,,,,50,52,,,,,,,,,,,,,,,,,,,1,0,0,0
116,115,1,553387.63,12,63,1,1,0,1,0,0,0,62.653999,13,528,15,,12,10,,,,,,,,,37538.332,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,1,0,0,0
117,115,1,642377,9,59,1,1,0,1,1,0,0,98.348999,8,647,15,15,12,10,45192.953,56922.25,54776.34,60796.281,59686.859,67182.75,71886.594,70340.648,70071.555,67241.938,68385.344,81488.055,88710.445,,73296.133,64025.477,73475.391,92671.008,52583.652,30492.082,48470.031,52,52,52,52,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
118,118,1,504899.97,10,61,0,0,0,1,0,0,0,29.212,6,349,9,9,8,11,,,19937.748,24318.514,,,31335.182,32532.549,30864.852,25615.977,37301.098,33198.836,39347.375,49453.199,,,,,,,,,,48,52,,,52,52,49,40,52,52,52,52,,,,,,,,1,0,0,0
119,118,1,681655,5,57,1,1,0,1,1,0,0,27.671,8,578,16,15,8,11,6778.9429,17514.539,0,18238.885,43770.363,49907.184,31335.182,29894.773,25025.555,8004.9927,0,7545.1904,6438.6616,27172.088,44501.223,49250.367,29627.174,13398.218,0,0,21326.813,19,52,45,52,52,52,52,52,52,52,52,52,52,52,52,52,50,8,22,0,0,1,0,0,0
120,120,1,469582,3,62,1,1,0,1,1,0,0,97.847,9,381,16,16,12,16,,,58763.887,50663.57,79582.484,92136.336,110594.76,140681.3,104273.15,120074.89,243015.09,147885.73,200916.28,221667.17,78531.57,290577.16,315153.72,167477.73,323729.16,111804.3,2908.2017,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
121,120,1,643095.13,9,64,1,1,0,1,0,0,0,92.617996,5,647,17,16,15,17,,,,,,30712.113,36864.918,36928.84,43377.629,48029.957,43517.945,1810.8457,25754.646,35323.715,41883.504,43094.07,40385.395,45777.246,47325.289,48787.332,58164.035,,,,,,52,52,52,52,52,42,1,52,52,52,52,52,52,52,50,52,1,0,0,0
122,122,1,589485,11,61,1,1,0,1,1,0,0,52.132,8,484,12,12,10,11,,,44072.918,53703.383,51728.613,57585.211,58983.871,61548.066,0,80049.93,40409.523,67906.711,8584.8818,0,,49250.367,118508.7,0,1577.5096,25410.068,72705.047,,,52,52,52,52,52,52,52,49,52,52,8,1,,31,52,52,52,52,52,1,0,0,0
123,123,1,469582,7,62,1,1,0,1,1,0,0,92.204002,12,412,15,14,16,16,,,,,35414.203,36470.633,38708.164,38687.355,,,45072.16,46780.18,,,,,,,,,,,,,,52,52,52,52,,,52,52,,,,,,,,,,1,0,0,0
124,124,1,504899.97,3,61,1,1,0,1,0,0,0,40.113998,9,381,15,15,14,14,,656.79517,4197.4204,18238.885,13926.935,9597.5352,0,351.70322,2002.0444,0,0,0,1430.8136,0,0,0,0,1228.17,0,0,242.35014,,4,32,49,52,37,0,5,11,2,0,0,21,0,0,22,0,7,0,0,0,1,0,0,0
125,124,1,681655,2,57,1,1,0,1,1,0,0,32.106998,4,572,13,13,14,12,22596.477,15325.221,,30398.141,,,0,10551.097,20020.443,19211.982,23313.186,56588.926,0,16303.252,9423.7891,0,,,,,,52,52,52,52,,,0,18,52,52,52,52,0,0,0,52,,,,,,1,0,0,0
126,124,1,641990,12,58,1,1,0,1,1,0,0,67.259003,8,480,14,14,15,14,64173.992,44881.004,46171.625,55121.961,52508.52,95975.352,134556.95,98476.906,88423.625,68842.938,0,69415.75,58663.359,55702.777,49736.664,80031.844,77030.648,94904.047,68358.75,45738.125,63011.039,52,52,50,52,50,52,52,52,52,52,52,52,52,52,48,52,0,52,52,52,52,1,0,0,0
127,127,1,535015,3,60,1,1,0,1,1,0,0,36.286999,8,328,12,12,12,12,0,597.68359,5248.8745,530.95422,,,,,0,0,1119.033,181.08456,,,,,,,,,,0,6,29,15,,,,,0,0,0,10,,,,,,,,,,1,0,0,0
128,128,1,648520.88,7,58,1,1,0,1,0,0,0,59.846001,10,596,12,12,12,10,23726.301,26271.807,30960.174,34451.227,38995.418,42229.156,42394.656,42556.09,43377.629,45079.316,48180.586,49798.258,,51011.52,65442.977,65872.367,,72573.68,68358.75,80600.742,,52,52,52,52,52,52,52,52,52,52,52,52,,52,52,52,,52,52,52,52,1,0,0,0
129,129,1,563174,9,60,1,1,0,1,1,0,0,92.817001,8,647,16,16,14,13,,48383.91,54566.469,62822.824,61676.422,76780.281,73729.836,75616.195,73408.297,80049.93,82373.258,82997.094,82987.195,81516.258,89002.445,88650.664,88881.523,89321.453,99908.945,116886.32,91123.656,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
130,130,1,133678,10,59,1,1,0,0,0,0,0,,14,345,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
131,131,1,123438,4,60,1,1,0,1,0,0,0,,,,,,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
132,132,1,133678,9,59,1,1,0,0,0,0,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
133,133,1,560758,12,62,1,1,0,1,0,0,0,57.983002,9,521,12,12,11,10,,,,28371.598,25864.307,30712.113,40551.41,42204.387,45046,54433.949,54397.434,48289.219,60094.172,61137.195,,68950.516,61624.523,58058.945,59945.367,,0,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,1,0,0,0
134,134,1,526494,6,61,1,1,0,1,1,0,0,47.098,7,539,12,12,12,9,,,44072.918,50663.57,,57585.211,55297.379,68582.133,63398.07,89655.914,54397.434,94314.875,107311.02,81516.258,,,,,,81312.219,,,,52,52,,52,52,52,52,47,36,23,52,52,,,,,,22,,1,0,0,0
135,134,1,505963,8,64,1,1,0,1,1,0,0,38.314999,10,381,15,13,12,9,,,,,,9597.5352,42394.656,33411.805,38372.516,36822.965,51289.008,51307.293,45786.035,48909.758,,86.188141,74660.477,,84133.844,91476.25,77552.047,,,,,,52,52,49,52,42,52,44,52,52,52,52,52,,52,52,52,1,0,0,0
136,136,1,581147.81,10,57,1,1,0,1,0,0,0,5.875,7,582,12,12,12,10,0,0,0,,2586.4307,,33178.426,38687.355,36704.148,0,0,1509.0381,8138.4683,0,0,0,,0,0,0,0,0,0,0,43,52,52,52,52,50,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0
137,137,1,450948.09,7,61,1,1,0,1,0,0,0,87.282997,10,555,16,15,16,13,,,49949.305,53375.082,63665.984,67182.75,66356.852,63306.582,93428.734,56034.949,55951.645,75451.906,200916.28,221667.17,259311.25,129282.21,315153.72,312419.66,323729.16,317446.97,168704.78,,,52,52,52,52,52,48,49,39,52,52,52,52,52,52,52,52,52,51,52,1,0,0,0
138,137,1,475794.53,11,62,1,1,0,1,0,0,0,88.325996,8,522,16,16,16,14,,,,36883.078,27853.869,15356.057,12902.722,17585.162,13346.963,0,7771.062,10563.267,15738.95,13586.044,0,12312.592,9480.6953,8932.1455,2629.1826,3557.4097,0,,,,52,44,34,24,32,52,52,51,47,52,52,0,52,52,52,52,51,34,1,0,0,0
139,137,1,478084,12,63,1,1,0,1,1,0,0,79.832001,7,535,15,15,16,16,,,,,3979.124,23034.084,66356.852,43962.902,0,44827.957,43517.945,,,47551.152,58898.68,92344.438,0,133982.19,73617.117,50820.137,77552.047,,,,,52,52,52,52,52,52,52,,,52,52,52,52,36,52,52,52,1,0,0,0
140,140,1,550260.19,9,58,1,1,0,1,0,0,0,72.877998,5,647,16,16,12,15,27115.771,28898.988,28122.719,28371.598,35215.25,40309.648,49767.641,56272.516,64399.094,62438.941,62168.496,63379.598,65817.43,67930.219,71987.273,71413.031,74660.477,72573.68,68358.75,81312.219,72705.047,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,42,52,1,0,0,0
141,141,1,475794.53,7,62,1,1,0,1,0,0,0,85.861,6,647,18,17,16,12,,,,5674.3198,3979.124,9597.5352,11059.476,12309.613,8341.8516,27208.971,5439.7432,0,8584.8818,38040.922,42537.934,65256.734,68735.047,49984.285,,57426.758,63011.039,,,,31,13,37,45,34,37,52,20,8,52,52,49,52,52,52,,52,52,1,0,0,0
142,142,1,477845,1,60,1,1,0,1,1,0,0,,8,514,12,12,10,9,41351.551,39407.711,48270.336,,,53746.195,55297.379,54514,55056.219,49630.953,49734.797,49798.258,,44833.945,56280.961,,,,,60984.164,60102.836,51,52,52,,,52,52,52,52,37,12,52,,52,52,,,,,41,52,1,0,0,0
143,142,1,450948.09,6,61,1,1,0,1,0,0,0,59.838001,9,484,,12,10,10,,,12592.262,20265.428,,,,,50051.109,56034.949,59060.07,55834.41,60094.172,57061.383,,,62809.609,58058.945,78875.484,79279.414,,,,52,40,,,,,52,52,52,52,52,52,,,52,52,47,52,,1,0,0,0
144,142,1,574375.81,7,64,1,0,1,1,0,0,0,37.874001,11,386,12,12,10,9,,,,,,24569.689,36864.918,17585.162,25025.555,20812.98,7149.377,0,0,0,0,0,0,0,,14229.639,14177.483,,,,,,52,52,52,52,52,26,0,0,0,0,0,0,0,,52,52,1,0,0,0
145,145,1,419404,8,62,1,1,0,1,1,0,0,62.606998,10,366,12,12,12,12,,,,15199.07,15916.496,34551.125,36864.918,28136.258,26693.926,0,7771.062,15090.381,20031.391,17661.857,14397.455,17237.629,20146.479,11165.182,21033.461,16262.444,15510.409,,,,30,38,52,52,52,47,0,15,52,41,52,52,52,51,36,52,52,24,1,0,0,0
146,145,1,505963,1,64,1,1,0,1,1,0,0,86.931999,12,493,12,12,12,12,,,,,,0,0,0,0,0,9325.2744,28520.82,32908.715,40758.129,35339.207,71413.031,67194.43,55825.91,66255.406,91476.25,90154.258,,,,,,0,0,45,52,52,50,52,49,52,37,52,52,52,52,52,50,1,0,0,0
147,147,1,450948.09,6,61,1,1,0,1,0,0,0,22.466,9,382,14,14,12,10,,,27283.234,32424.684,31832.992,32631.619,33178.426,26377.742,0,0,0,0,0,8151.626,7853.1572,6156.2959,16591.217,13398.218,12620.077,12196.833,15122.649,,,52,52,52,49,45,52,20,0,0,0,0,42,52,52,44,52,52,52,52,1,0,0,0
148,148,1,478084,3,63,1,0,1,1,1,0,0,74.997002,11,582,12,12,12,12,,,,36477.77,,40309.648,46081.148,43962.902,45046,48029.957,55951.645,55079.891,46358.363,48909.758,45417.426,41862.813,31167.787,24340.096,37018.891,43705.32,45561.828,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,36,52,52,52,52,1,0,0,0
149,148,1,574375.81,2,64,1,0,0,1,0,0,0,39.973,10,493,12,12,12,11,,,,,0,33015.52,44237.902,44778.855,48382.738,53633.449,54397.434,65643.156,77979.344,74723.242,89002.445,104657.03,100732.39,106069.23,116735.71,106722.29,110511.66,,,,,52,52,52,52,52,40,52,44,52,52,52,52,52,52,52,52,52,1,0,0,0
150,150,1,573734,9,59,1,0,0,1,1,0,0,38.129002,4,647,12,12,14,12,19432.971,16419.879,22036.459,36072.461,36806.898,34551.125,35021.672,38159.801,41709.258,36822.965,40409.523,37725.953,35770.34,33965.109,34030.348,7387.5552,284.42087,0,0,508.20139,0,52,47,52,52,52,52,52,48,41,46,52,52,52,52,51,10,0,0,0,0,0,1,0,0,0
151,151,1,581147.81,12,57,1,1,0,1,0,0,0,,12,520,12,12,12,12,9038.5908,10946.586,9444.1963,6079.6284,7958.248,12476.796,27648.689,105510.97,0,0,0,,0,,,,,,,,,38,42,42,26,20,41,48,52,52,52,52,52,52,,,,,,,,,1,0,0,0
152,151,1,450948.09,10,61,1,1,0,1,0,0,0,93.332001,7,582,12,12,12,12,,,27493.105,34856.535,35812.117,44148.66,54375.758,56272.516,64232.258,60837.945,58282.965,68510.328,68679.055,74723.242,76960.938,76953.695,65179.781,94904.047,108322.33,105705.89,110511.66,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
153,153,1,494254.69,1,63,1,0,0,1,0,0,0,,12,,12,12,13,12,,,,3242.4685,4774.9487,575.85211,2211.8953,29894.773,33367.406,28817.973,20204.762,30180.762,34339.527,47636.746,17015.174,11696.962,28442.088,23446.881,0,0,0,,,,33,22,10,10,52,52,52,52,52,52,52,26,52,52,44,0,0,0,1,0,0,0
154,153,1,574375.81,9,64,1,0,0,1,0,0,0,,6,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
155,155,1,450765,10,63,1,1,0,1,1,0,0,47.002998,8,440,9,9,12,12,,,,,33822.555,24953.592,29491.936,63306.582,63398.07,45628.457,15542.124,57343.445,42924.41,48909.758,53663.242,52944.145,71105.219,,,54885.75,9694.0059,,,,,52,51,42,32,35,52,51,49,35,52,51,52,52,,,31,25,1,0,0,0
156,156,1,574026,12,57,1,0,1,1,1,0,0,4.9749999,12,,11,11,17,12,0,,0,,,,,43962.902,,,38855.309,27162.686,,,,0,41478.043,15631.255,,0,0,52,4,46,50,,,,52,46,0,18,51,,,52,52,52,52,52,50,52,1,0,0,0
157,157,1,448607.03,4,62,1,1,0,1,0,0,0,43.873001,9,513,14,14,16,12,,,33579.363,25331.785,19895.621,23034.084,5529.7378,3517.0322,4170.9258,2881.7974,0,905.42285,,51626.965,,75106.813,,,78875.484,121968.33,121175.07,,,52,52,52,47,22,46,52,44,0,0,,52,,52,,,52,52,52,1,0,0,0
158,157,1,518816.94,9,58,1,1,0,1,0,0,0,85.206001,8,578,16,16,16,12,36154.363,36561.598,37776.785,29182.215,27853.869,23034.084,25805.443,12309.613,16683.703,16009.985,18650.549,18108.457,21462.205,27172.088,32721.488,36937.773,41478.043,39189.789,43118.598,,63011.039,52,52,52,52,52,52,50,41,52,52,52,52,52,52,52,52,52,52,52,,52,1,0,0,0
159,157,1,465983.75,4,60,1,1,0,1,0,0,0,89.685997,10,551,16,16,16,12,31635.066,36123.734,35678.074,42557.398,48744.27,51826.691,60827.117,56272.516,55056.219,56034.949,57505.859,60361.523,67248.242,82874.867,124341.66,,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,1,0,0,0
160,160,1,465983.75,2,60,1,1,0,1,0,0,0,77.440002,7,506,14,14,8,8,34346.645,27666.402,31480.654,32829.992,35812.117,44148.66,42394.656,43962.902,43377.629,41625.961,43517.945,49798.258,49506.152,52985.57,52354.383,67719.258,68735.047,72573.68,70462.094,68098.984,77552.047,52,52,52,52,52,52,52,52,52,40,52,52,52,52,52,52,52,52,52,50,52,1,0,0,0
161,160,1,425179.53,3,61,1,1,0,1,0,0,0,47.296001,9,435,12,12,7,10,,5035.4297,25751.176,16212.342,3581.2117,39286.551,39991.066,41325.129,42710.281,41902.934,46626.371,41498.547,42924.41,32606.504,51527.184,44325.332,53328.914,17864.291,35756.883,41672.512,50408.832,,10,32,32,52,52,52,52,52,52,52,52,52,52,52,52,52,34,52,52,52,1,0,0,0
162,162,1,496409,4,61,1,1,0,1,1,0,0,98.252998,8,479,16,16,17,16,,13135.903,29381.943,46610.484,59686.859,72941.266,88475.805,131888.7,120122.66,88054.922,111903.29,110159.78,103018.59,99178.117,95546.75,96038.219,91251.695,84855.383,,,,,39,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,1,0,0,0
163,162,1,395438,4,62,1,1,0,1,1,0,0,86.427002,6,538,16,16,18,16,,,49739.434,40530.855,49739.051,63343.73,73729.836,86167.289,75076.664,64039.941,,,,,,,,,,,,,,52,52,52,52,52,52,52,52,,,,,,,,,,,,1,0,0,0
164,164,1,465983.75,3,60,1,1,0,1,0,0,0,22.24,8,464,12,12,12,12,,,12592.262,,,34551.125,36864.918,35170.324,,32019.971,31084.248,37725.953,35770.34,,37956.926,,,,,,45561.828,,,49,52,49,52,52,52,52,46,52,52,52,,52,,,,,,52,1,0,0,0
